1978,捕,fangen,catch
1979,哺,säugen,suckle
1980,浦,Bucht,bay
1981,蒲,Rohrkolben,bullrush
1982,舗,Geschäft,shop
1983,補,ergänzen,supplement
1984,邸,Residenz,residence
1985,郭,Stadtviertel,enclosure
1986,郡,Landkreis,county
1987,郊,Stadtrand,outskirts
1988,部,Abteilung,section
1989,都,Metropole,metropolis
1990,郵,Post,mail
1991,邦,Vaterland,home country
1992,那,Frage(-partikel),interrogative
1993,郷,Heimatort,hometown
1994,響,hallen,echo
1995,郎,Sohn,son
1996,廊,Korridor,corridor
1997,盾,Schild,shield
1998,循,Kreislauf,sequential
1999,派,Fraktion,faction
2000,脈,Ader,vein
2001,衆,Massen,masses
2002,逓,Kurierdienst,parcel post
2003,段,Stufe,grade
2004,鍛,schmieden,forge
2005,后,Kaiserin,empress
2006,幻,Trugbild,phantasm
2007,司,Direktor,director
2008,伺,Höflichkeitsbesuch,pay respects
2009,詞,Wortart,parts of speech
2010,飼,Tierhaltung,domesticate
2011,嗣,Erbe,heir
2012,舟,Boot,boat
2013,舶,Frachter,liner
2014,航,Seefahrt,navigate
2015,舷,Dollbord,gunwale
2016,般,allgemein,carrier
2017,盤,Platte,tray
2018,搬,befördern,conveyor
2019,船,Schiff,ship
2020,艦,Kriegsschiff,warship
2021,艇,Kahn,rowboat
2022,瓜,Melone,melon
2023,弧,Kreisbogen,arc
2024,孤,Waise,orphan
2025,繭,Kokon,cocoon
2026,益,Gewinn,benefit
2027,暇,Freizeit,spare time
2028,敷,ausbreiten,spread
2029,来,kommen,come
2030,気,Geist,spirit
2031,汽,Dampf,vapor
2032,飛,fliegen,fly
2033,沈,sinken,sink
2034,枕,Kopfkissen,pillow
2035,妻,Ehefrau,wife
2036,凄,verblüffend,nifty
2037,衰,verfallen,decline
2038,衷,innig,inmost
2039,面,Maske,mask
2040,麺,Nudeln,noodles
2041,革,Leder,leather
2042,靴,Schuhe,shoes
2043,覇,Vorherrschaft,hegemony
2044,声,Stimme,voice
2045,眉,Augenbraue,eyebrow
2046,呉,geben,give
2047,娯,Erholung,recreation
2048,誤,Fehler,mistake
2049,蒸,Dunst,steam
2050,承,hinnehmen,acquiesce
2051,函,Kasten,bin
2052,極,Pol,poles
2053,牙,Stoßzahn,tusk
2054,芽,Knospe,bud
2055,邪,böse,wicked
2056,雅,elegant,gracious
2057,釈,Erklärung,interpretation
2058,番,dran,turn
2059,審,Vernehmung,hearing
2060,翻,wenden,flip
2061,藩,Clan,clan
2062,毛,Fell,fur
2063,耗,verschleißen,decrease
2064,尾,Schwanz,tail
2065,宅,Heim,home
2066,託,anvertrauen,consign
2067,為,tun,do
2068,偽,Falschheit,falsehood
2069,畏,scheu,apprehensive
2070,長,lang,long
2071,張,spannen,lengthen
2072,帳,Notizbuch,notebook
2073,脹,sich ausdehnen,dilate
2074,髪,Haupthaar,hair of the head
2075,展,entfalten,unfold
2076,喪,vermissen,miss
2077,巣,Nest,nest
2078,単,einzeln,simple
2079,戦,Krieg,war
2080,禅,Zen,Zen
2081,弾,Gewehrkugel,bullet
2082,桜,Kirschbaum,cherry tree
2083,獣,Tier,animal
2084,脳,Gehirn,brain
2085,悩,plagen,trouble
2086,厳,streng,stern
2087,鎖,Kette,chain
2088,挙,heben,raise
2089,誉,Ruhm,reputation
2090,猟,Waid,game hunting
2091,鳥,Vogel,bird
2092,鳴,zwitschern,chirp
2093,鶴,Kranich,crane
2094,烏,Krähe,crow
2095,蔦,Ranke,vine
2096,鳩,Taube,pidgeon
2097,鶏,Huhn,chicken
2098,島,Insel,island
2099,暖,Wärme,warmth
2100,媛,Maid,beautiful woman
2101,援,unterstützen,abet
2102,緩,lockern,slacken
2103,属,zugehörig,belong
2104,嘱,beauftragen,entrust
2105,偶,zufällig,accidentally
2106,遇,begegnen,interview
2107,愚,albern,foolish
2108,隅,Ecke,corner
2109,逆,umgekehrt,inverted
2110,塑,modellieren,model
2111,遡,stromaufwärts ziehen,go upstream
2112,岡,Anhöhe,Mount
2113,鋼,Stahl,steel
2114,綱,das Tau,hawser
2115,剛,unbeugsam,sturdy
2116,缶,Blechdose,tin can
2117,陶,Töpferwaren,pottery
2118,揺,schaukeln,swing
2119,謡,Noh-Gesang,Noh chanting
2120,鬱,Schwermut,gloom
2121,就,bezüglich,concerning
2122,蹴,kicken,kick
2123,懇,freundlich,sociable
2124,墾,Landgewinnung,groundbreaking
2125,貌,Antlitz,countenance
2126,免,Befreiung,excuse
2127,逸,abschweifen,elude
2128,晩,Abenddämmerung,nightfall
2129,勉,Fleiß,exertion
2130,象,Elefant,elephant
2131,像,Statue,statue
2132,馬,Pferd,horse
2133,駒,Pony,pony
2134,験,prüfen,verification
2135,騎,Reiter,equestrian
2136,駐,parken,parking
2137,駆,antreiben,drive
2138,駅,Bahnhof,station
2139,騒,lärmen,boisterous
2140,駄,Lastpferd,burdensome
2141,驚,Erstaunen,wonder
2142,篤,ernsthaft,fervent
2143,罵,Beleidigung,insult
2144,騰,Anstieg,inflation
2145,虎,Tiger,tiger
2146,虜,Gefangener,captive
2147,膚,Haut,skin
2148,虚,inhaltslos,void
2149,戯,spaßen,frolic
2150,虞,Angst,uneasiness
2151,慮,Besonnenheit,prudence
2152,劇,Drama,drama
2153,虐,quälen,tyrannize
2154,鹿,Reh,deer
2155,麓,Fuß eines Berges,foot of a mountain
2156,薦,empfehlen,recommend
2157,慶,jauchzen,jubilation
2158,麗,hübsch,lovely
2159,熊,Bär,bear
2160,能,Fähigkeit,ability
2161,態,Einstellung,attitude
2162,寅,Zeichen des Tigers,sign of the tiger
2163,演,aufführen,performance
2164,辰,Zeichen des Drachen,sign of the dragon
2165,辱,entehren,embarrass
2166,震,beben,quake
2167,振,schütteln,shake
2168,娠,Schwangerschaft,with child
2169,唇,Lippe,lips
2170,農,Landwirtschaft,agriculture
2171,濃,konzentriert,concentrated
2172,送,senden,send off
2173,関,Zusammenhang,connection
2174,咲,blühen,blossom
2175,鬼,Gespenst,ghost
2176,醜,hässlich,ugly
2177,魂,Seele,soul
2178,魔,Dämon,witch
2179,魅,Faszination,fascination
2180,塊,Klumpen,clod
2181,襲,überfallen,attack
2182,嚇,abschrecken,upbraid
2183,朕,Pluralis Majestatis,majestic plural
2184,雰,Atmosphäre,atmosphere
2185,箇,Gegenstand,item
2186,錬,härten,tempering
2187,遵,befolgen,abide by
2188,罷,aufhören,quit
2189,屯,Kaserne,barracks
2190,且,überdies,moreover
2191,藻,Seetang,seaweed
2192,隷,Sklave,slave
2193,癒,heilen,healing
2194,璽,kaiserliches Siegel,imperial seal
2195,潟,Lagune,lagoon
2196,丹,Zinnober,cinnabar
2197,丑,Zeichen des Ochsen,sing of the cow
2198,羞,beschämen,humiliate
2199,卯,Zeichen des Kaninchens,sign of the hare
2200,巳,Zeichen der Schlange,sign of the snake
